Evaluation,SolutionId,Configuration
1550,4,--algorithmResult externalArchive --populationSizeWithArchive 106 --archiveType unboundedArchive --createInitialSolutions scatterSearch --offspringPopulationSize 200 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.5517066386601103 --crossoverRepairStrategy random --blxAlphaBetaCrossoverBeta 0.9741460582979082 --blxAlphaBetaCrossoverAlpha 0.8546750419045327 --mutation levyFlight --mutationProbabilityFactor 1.0242750295238174 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.129075643312041 --levyFlightMutationStepSize 0.9319611631694084 --selection ranking
1600,0,--algorithmResult externalArchive --populationSizeWithArchive 106 --archiveType unboundedArchive --createInitialSolutions scatterSearch --offspringPopulationSize 200 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.6637383686315927 --crossoverRepairStrategy random --blxAlphaBetaCrossoverBeta 0.9741460582979082 --blxAlphaBetaCrossoverAlpha 0.8546750419045327 --mutation levyFlight --mutationProbabilityFactor 1.0242750295238174 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.129075643312041 --levyFlightMutationStepSize 0.8853099252920169 --selection tournament --selectionTournamentSize 8
1600,1,--algorithmResult externalArchive --populationSizeWithArchive 21 --archiveType unboundedArchive --createInitialSolutions default --offspringPopulationSize 10 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.9566451475523361 --crossoverRepairStrategy bounds --blxAlphaBetaCrossoverBeta 0.8681078442028515 --blxAlphaBetaCrossoverAlpha 0.8167430365529402 --mutation uniform --mutationProbabilityFactor 1.0242750295238174 --mutationRepairStrategy round --uniformMutationPerturbation 0.6004600343752707 --selection random
1600,2,--algorithmResult externalArchive --populationSizeWithArchive 119 --archiveType unboundedArchive --createInitialSolutions scatterSearch --offspringPopulationSize 50 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.6642141342105241 --crossoverRepairStrategy random --blxAlphaBetaCrossoverBeta 0.9741460582979082 --blxAlphaBetaCrossoverAlpha 0.8546750419045327 --mutation levyFlight --mutationProbabilityFactor 1.0242750295238174 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.129075643312041 --levyFlightMutationStepSize 0.9070423606134173 --selection random
1600,3,--algorithmResult externalArchive --populationSizeWithArchive 100 --archiveType unboundedArchive --createInitialSolutions scatterSearch --offspringPopulationSize 200 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.663938548921075 --crossoverRepairStrategy random --blxAlphaBetaCrossoverBeta 0.9741460582979082 --blxAlphaBetaCrossoverAlpha 0.8546750419045327 --mutation levyFlight --mutationProbabilityFactor 1.0242750295238174 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.129075643312041 --levyFlightMutationStepSize 0.9319611631694084 --selection ranking
1600,4,--algorithmResult externalArchive --populationSizeWithArchive 106 --archiveType unboundedArchive --createInitialSolutions scatterSearch --offspringPopulationSize 200 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.5517066386601103 --crossoverRepairStrategy random --blxAlphaBetaCrossoverBeta 0.9741460582979082 --blxAlphaBetaCrossoverAlpha 0.8546750419045327 --mutation levyFlight --mutationProbabilityFactor 1.0242750295238174 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.129075643312041 --levyFlightMutationStepSize 0.9319611631694084 --selection ranking
1650,0,--algorithmResult externalArchive --populationSizeWithArchive 106 --archiveType unboundedArchive --createInitialSolutions scatterSearch --offspringPopulationSize 200 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.6637383686315927 --crossoverRepairStrategy random --blxAlphaBetaCrossoverBeta 0.9741460582979082 --blxAlphaBetaCrossoverAlpha 0.8546750419045327 --mutation levyFlight --mutationProbabilityFactor 1.0242750295238174 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.129075643312041 --levyFlightMutationStepSize 0.8853099252920169 --selection tournament --selectionTournamentSize 8
1650,1,--algorithmResult externalArchive --populationSizeWithArchive 21 --archiveType unboundedArchive --createInitialSolutions default --offspringPopulationSize 10 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.9566451475523361 --crossoverRepairStrategy bounds --blxAlphaBetaCrossoverBeta 0.8681078442028515 --blxAlphaBetaCrossoverAlpha 0.8167430365529402 --mutation uniform --mutationProbabilityFactor 1.0242750295238174 --mutationRepairStrategy round --uniformMutationPerturbation 0.6004600343752707 --selection random
1650,2,--algorithmResult externalArchive --populationSizeWithArchive 119 --archiveType unboundedArchive --createInitialSolutions scatterSearch --offspringPopulationSize 50 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.6642141342105241 --crossoverRepairStrategy random --blxAlphaBetaCrossoverBeta 0.9741460582979082 --blxAlphaBetaCrossoverAlpha 0.8546750419045327 --mutation levyFlight --mutationProbabilityFactor 1.0242750295238174 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.129075643312041 --levyFlightMutationStepSize 0.9070423606134173 --selection random
1650,3,--algorithmResult externalArchive --populationSizeWithArchive 100 --archiveType unboundedArchive --createInitialSolutions scatterSearch --offspringPopulationSize 200 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.663938548921075 --crossoverRepairStrategy random --blxAlphaBetaCrossoverBeta 0.9741460582979082 --blxAlphaBetaCrossoverAlpha 0.8546750419045327 --mutation levyFlight --mutationProbabilityFactor 1.0242750295238174 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.129075643312041 --levyFlightMutationStepSize 0.9319611631694084 --selection ranking
1650,4,--algorithmResult externalArchive --populationSizeWithArchive 106 --archiveType unboundedArchive --createInitialSolutions scatterSearch --offspringPopulationSize 200 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.5517066386601103 --crossoverRepairStrategy random --blxAlphaBetaCrossoverBeta 0.9741460582979082 --blxAlphaBetaCrossoverAlpha 0.8546750419045327 --mutation levyFlight --mutationProbabilityFactor 1.0242750295238174 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.129075643312041 --levyFlightMutationStepSize 0.9319611631694084 --selection ranking
1700,0,--algorithmResult externalArchive --populationSizeWithArchive 106 --archiveType unboundedArchive --createInitialSolutions scatterSearch --offspringPopulationSize 200 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.6637383686315927 --crossoverRepairStrategy random --blxAlphaBetaCrossoverBeta 0.9741460582979082 --blxAlphaBetaCrossoverAlpha 0.8546750419045327 --mutation levyFlight --mutationProbabilityFactor 1.0242750295238174 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.129075643312041 --levyFlightMutationStepSize 0.8853099252920169 --selection tournament --selectionTournamentSize 8
1700,1,--algorithmResult externalArchive --populationSizeWithArchive 21 --archiveType unboundedArchive --createInitialSolutions default --offspringPopulationSize 10 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.9566451475523361 --crossoverRepairStrategy bounds --blxAlphaBetaCrossoverBeta 0.8681078442028515 --blxAlphaBetaCrossoverAlpha 0.8167430365529402 --mutation uniform --mutationProbabilityFactor 1.0242750295238174 --mutationRepairStrategy round --uniformMutationPerturbation 0.6004600343752707 --selection random
1700,2,--algorithmResult externalArchive --populationSizeWithArchive 119 --archiveType unboundedArchive --createInitialSolutions scatterSearch --offspringPopulationSize 50 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.6642141342105241 --crossoverRepairStrategy random --blxAlphaBetaCrossoverBeta 0.9741460582979082 --blxAlphaBetaCrossoverAlpha 0.8546750419045327 --mutation levyFlight --mutationProbabilityFactor 1.0242750295238174 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.129075643312041 --levyFlightMutationStepSize 0.9070423606134173 --selection random
1700,3,--algorithmResult externalArchive --populationSizeWithArchive 100 --archiveType unboundedArchive --createInitialSolutions scatterSearch --offspringPopulationSize 200 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.663938548921075 --crossoverRepairStrategy random --blxAlphaBetaCrossoverBeta 0.9741460582979082 --blxAlphaBetaCrossoverAlpha 0.8546750419045327 --mutation levyFlight --mutationProbabilityFactor 1.0242750295238174 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.129075643312041 --levyFlightMutationStepSize 0.9319611631694084 --selection ranking
1700,4,--algorithmResult externalArchive --populationSizeWithArchive 106 --archiveType unboundedArchive --createInitialSolutions scatterSearch --offspringPopulationSize 200 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.5517066386601103 --crossoverRepairStrategy random --blxAlphaBetaCrossoverBeta 0.9741460582979082 --blxAlphaBetaCrossoverAlpha 0.8546750419045327 --mutation levyFlight --mutationProbabilityFactor 1.0242750295238174 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.129075643312041 --levyFlightMutationStepSize 0.9319611631694084 --selection ranking
1750,0,--algorithmResult externalArchive --populationSizeWithArchive 106 --archiveType unboundedArchive --createInitialSolutions scatterSearch --offspringPopulationSize 200 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.6637383686315927 --crossoverRepairStrategy random --blxAlphaBetaCrossoverBeta 0.9741460582979082 --blxAlphaBetaCrossoverAlpha 0.8546750419045327 --mutation levyFlight --mutationProbabilityFactor 1.0242750295238174 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.129075643312041 --levyFlightMutationStepSize 0.8853099252920169 --selection tournament --selectionTournamentSize 8
1750,1,--algorithmResult externalArchive --populationSizeWithArchive 21 --archiveType unboundedArchive --createInitialSolutions default --offspringPopulationSize 10 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.9566451475523361 --crossoverRepairStrategy bounds --blxAlphaBetaCrossoverBeta 0.8681078442028515 --blxAlphaBetaCrossoverAlpha 0.8167430365529402 --mutation uniform --mutationProbabilityFactor 1.0242750295238174 --mutationRepairStrategy round --uniformMutationPerturbation 0.6004600343752707 --selection random
1750,2,--algorithmResult externalArchive --populationSizeWithArchive 119 --archiveType unboundedArchive --createInitialSolutions scatterSearch --offspringPopulationSize 50 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.6642141342105241 --crossoverRepairStrategy random --blxAlphaBetaCrossoverBeta 0.9741460582979082 --blxAlphaBetaCrossoverAlpha 0.8546750419045327 --mutation levyFlight --mutationProbabilityFactor 1.0242750295238174 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.129075643312041 --levyFlightMutationStepSize 0.9070423606134173 --selection random
1750,3,--algorithmResult externalArchive --populationSizeWithArchive 100 --archiveType unboundedArchive --createInitialSolutions scatterSearch --offspringPopulationSize 200 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.663938548921075 --crossoverRepairStrategy random --blxAlphaBetaCrossoverBeta 0.9741460582979082 --blxAlphaBetaCrossoverAlpha 0.8546750419045327 --mutation levyFlight --mutationProbabilityFactor 1.0242750295238174 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.129075643312041 --levyFlightMutationStepSize 0.9319611631694084 --selection ranking
1750,4,--algorithmResult externalArchive --populationSizeWithArchive 106 --archiveType unboundedArchive --createInitialSolutions scatterSearch --offspringPopulationSize 200 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.5517066386601103 --crossoverRepairStrategy random --blxAlphaBetaCrossoverBeta 0.9741460582979082 --blxAlphaBetaCrossoverAlpha 0.8546750419045327 --mutation levyFlight --mutationProbabilityFactor 1.0242750295238174 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.129075643312041 --levyFlightMutationStepSize 0.9319611631694084 --selection ranking
1800,0,--algorithmResult externalArchive --populationSizeWithArchive 106 --archiveType unboundedArchive --createInitialSolutions scatterSearch --offspringPopulationSize 200 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.6637383686315927 --crossoverRepairStrategy random --blxAlphaBetaCrossoverBeta 0.9741460582979082 --blxAlphaBetaCrossoverAlpha 0.8546750419045327 --mutation levyFlight --mutationProbabilityFactor 1.0242750295238174 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.129075643312041 --levyFlightMutationStepSize 0.8853099252920169 --selection tournament --selectionTournamentSize 8
1800,1,--algorithmResult externalArchive --populationSizeWithArchive 21 --archiveType unboundedArchive --createInitialSolutions default --offspringPopulationSize 10 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.9566451475523361 --crossoverRepairStrategy bounds --blxAlphaBetaCrossoverBeta 0.8681078442028515 --blxAlphaBetaCrossoverAlpha 0.8167430365529402 --mutation uniform --mutationProbabilityFactor 1.0242750295238174 --mutationRepairStrategy round --uniformMutationPerturbation 0.6004600343752707 --selection random
1800,2,--algorithmResult externalArchive --populationSizeWithArchive 119 --archiveType unboundedArchive --createInitialSolutions scatterSearch --offspringPopulationSize 50 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.6642141342105241 --crossoverRepairStrategy random --blxAlphaBetaCrossoverBeta 0.9741460582979082 --blxAlphaBetaCrossoverAlpha 0.8546750419045327 --mutation levyFlight --mutationProbabilityFactor 1.0242750295238174 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.129075643312041 --levyFlightMutationStepSize 0.9070423606134173 --selection random
1800,3,--algorithmResult externalArchive --populationSizeWithArchive 100 --archiveType unboundedArchive --createInitialSolutions scatterSearch --offspringPopulationSize 200 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.663938548921075 --crossoverRepairStrategy random --blxAlphaBetaCrossoverBeta 0.9741460582979082 --blxAlphaBetaCrossoverAlpha 0.8546750419045327 --mutation levyFlight --mutationProbabilityFactor 1.0242750295238174 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.129075643312041 --levyFlightMutationStepSize 0.9319611631694084 --selection ranking
1800,4,--algorithmResult externalArchive --populationSizeWithArchive 106 --archiveType unboundedArchive --createInitialSolutions scatterSearch --offspringPopulationSize 200 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.5517066386601103 --crossoverRepairStrategy random --blxAlphaBetaCrossoverBeta 0.9741460582979082 --blxAlphaBetaCrossoverAlpha 0.8546750419045327 --mutation levyFlight --mutationProbabilityFactor 1.0242750295238174 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.129075643312041 --levyFlightMutationStepSize 0.9319611631694084 --selection ranking
1850,0,--algorithmResult externalArchive --populationSizeWithArchive 106 --archiveType unboundedArchive --createInitialSolutions scatterSearch --offspringPopulationSize 200 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.6637383686315927 --crossoverRepairStrategy random --blxAlphaBetaCrossoverBeta 0.9741460582979082 --blxAlphaBetaCrossoverAlpha 0.8546750419045327 --mutation levyFlight --mutationProbabilityFactor 1.0242750295238174 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.129075643312041 --levyFlightMutationStepSize 0.8853099252920169 --selection tournament --selectionTournamentSize 8
1850,1,--algorithmResult externalArchive --populationSizeWithArchive 21 --archiveType unboundedArchive --createInitialSolutions default --offspringPopulationSize 10 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.9566451475523361 --crossoverRepairStrategy bounds --blxAlphaBetaCrossoverBeta 0.8681078442028515 --blxAlphaBetaCrossoverAlpha 0.8167430365529402 --mutation uniform --mutationProbabilityFactor 1.0242750295238174 --mutationRepairStrategy round --uniformMutationPerturbation 0.6004600343752707 --selection random
1850,2,--algorithmResult externalArchive --populationSizeWithArchive 119 --archiveType unboundedArchive --createInitialSolutions scatterSearch --offspringPopulationSize 50 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.6642141342105241 --crossoverRepairStrategy random --blxAlphaBetaCrossoverBeta 0.9741460582979082 --blxAlphaBetaCrossoverAlpha 0.8546750419045327 --mutation levyFlight --mutationProbabilityFactor 1.0242750295238174 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.129075643312041 --levyFlightMutationStepSize 0.9070423606134173 --selection random
1850,3,--algorithmResult externalArchive --populationSizeWithArchive 100 --archiveType unboundedArchive --createInitialSolutions scatterSearch --offspringPopulationSize 200 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.663938548921075 --crossoverRepairStrategy random --blxAlphaBetaCrossoverBeta 0.9741460582979082 --blxAlphaBetaCrossoverAlpha 0.8546750419045327 --mutation levyFlight --mutationProbabilityFactor 1.0242750295238174 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.129075643312041 --levyFlightMutationStepSize 0.9319611631694084 --selection ranking
1850,4,--algorithmResult externalArchive --populationSizeWithArchive 106 --archiveType unboundedArchive --createInitialSolutions scatterSearch --offspringPopulationSize 200 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.5517066386601103 --crossoverRepairStrategy random --blxAlphaBetaCrossoverBeta 0.9741460582979082 --blxAlphaBetaCrossoverAlpha 0.8546750419045327 --mutation levyFlight --mutationProbabilityFactor 1.0242750295238174 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.129075643312041 --levyFlightMutationStepSize 0.9319611631694084 --selection ranking
1900,0,--algorithmResult externalArchive --populationSizeWithArchive 106 --archiveType unboundedArchive --createInitialSolutions scatterSearch --offspringPopulationSize 200 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.6637383686315927 --crossoverRepairStrategy random --blxAlphaBetaCrossoverBeta 0.9741460582979082 --blxAlphaBetaCrossoverAlpha 0.8546750419045327 --mutation levyFlight --mutationProbabilityFactor 1.0242750295238174 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.129075643312041 --levyFlightMutationStepSize 0.8853099252920169 --selection tournament --selectionTournamentSize 8
1900,1,--algorithmResult externalArchive --populationSizeWithArchive 21 --archiveType unboundedArchive --createInitialSolutions default --offspringPopulationSize 10 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.9566451475523361 --crossoverRepairStrategy bounds --blxAlphaBetaCrossoverBeta 0.8681078442028515 --blxAlphaBetaCrossoverAlpha 0.8167430365529402 --mutation uniform --mutationProbabilityFactor 1.0242750295238174 --mutationRepairStrategy round --uniformMutationPerturbation 0.6004600343752707 --selection random
1900,2,--algorithmResult externalArchive --populationSizeWithArchive 119 --archiveType unboundedArchive --createInitialSolutions scatterSearch --offspringPopulationSize 50 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.6642141342105241 --crossoverRepairStrategy random --blxAlphaBetaCrossoverBeta 0.9741460582979082 --blxAlphaBetaCrossoverAlpha 0.8546750419045327 --mutation levyFlight --mutationProbabilityFactor 1.0242750295238174 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.129075643312041 --levyFlightMutationStepSize 0.9070423606134173 --selection random
1900,3,--algorithmResult externalArchive --populationSizeWithArchive 100 --archiveType unboundedArchive --createInitialSolutions scatterSearch --offspringPopulationSize 200 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.663938548921075 --crossoverRepairStrategy random --blxAlphaBetaCrossoverBeta 0.9741460582979082 --blxAlphaBetaCrossoverAlpha 0.8546750419045327 --mutation levyFlight --mutationProbabilityFactor 1.0242750295238174 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.129075643312041 --levyFlightMutationStepSize 0.9319611631694084 --selection ranking
1900,4,--algorithmResult externalArchive --populationSizeWithArchive 106 --archiveType unboundedArchive --createInitialSolutions scatterSearch --offspringPopulationSize 200 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.5517066386601103 --crossoverRepairStrategy random --blxAlphaBetaCrossoverBeta 0.9741460582979082 --blxAlphaBetaCrossoverAlpha 0.8546750419045327 --mutation levyFlight --mutationProbabilityFactor 1.0242750295238174 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.129075643312041 --levyFlightMutationStepSize 0.9319611631694084 --selection ranking
1950,0,--algorithmResult externalArchive --populationSizeWithArchive 106 --archiveType unboundedArchive --createInitialSolutions scatterSearch --offspringPopulationSize 200 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.6637383686315927 --crossoverRepairStrategy random --blxAlphaBetaCrossoverBeta 0.9741460582979082 --blxAlphaBetaCrossoverAlpha 0.8546750419045327 --mutation levyFlight --mutationProbabilityFactor 1.0242750295238174 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.129075643312041 --levyFlightMutationStepSize 0.8853099252920169 --selection tournament --selectionTournamentSize 8
1950,1,--algorithmResult externalArchive --populationSizeWithArchive 21 --archiveType unboundedArchive --createInitialSolutions default --offspringPopulationSize 10 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.9566451475523361 --crossoverRepairStrategy bounds --blxAlphaBetaCrossoverBeta 0.8681078442028515 --blxAlphaBetaCrossoverAlpha 0.8167430365529402 --mutation uniform --mutationProbabilityFactor 1.0242750295238174 --mutationRepairStrategy round --uniformMutationPerturbation 0.6004600343752707 --selection random
1950,2,--algorithmResult externalArchive --populationSizeWithArchive 119 --archiveType unboundedArchive --createInitialSolutions scatterSearch --offspringPopulationSize 50 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.6642141342105241 --crossoverRepairStrategy random --blxAlphaBetaCrossoverBeta 0.9741460582979082 --blxAlphaBetaCrossoverAlpha 0.8546750419045327 --mutation levyFlight --mutationProbabilityFactor 1.0242750295238174 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.129075643312041 --levyFlightMutationStepSize 0.9070423606134173 --selection random
1950,3,--algorithmResult externalArchive --populationSizeWithArchive 100 --archiveType unboundedArchive --createInitialSolutions scatterSearch --offspringPopulationSize 200 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.663938548921075 --crossoverRepairStrategy random --blxAlphaBetaCrossoverBeta 0.9741460582979082 --blxAlphaBetaCrossoverAlpha 0.8546750419045327 --mutation levyFlight --mutationProbabilityFactor 1.0242750295238174 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.129075643312041 --levyFlightMutationStepSize 0.9319611631694084 --selection ranking
1950,4,--algorithmResult externalArchive --populationSizeWithArchive 106 --archiveType unboundedArchive --createInitialSolutions scatterSearch --offspringPopulationSize 200 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.5517066386601103 --crossoverRepairStrategy random --blxAlphaBetaCrossoverBeta 0.9741460582979082 --blxAlphaBetaCrossoverAlpha 0.8546750419045327 --mutation levyFlight --mutationProbabilityFactor 1.0242750295238174 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.129075643312041 --levyFlightMutationStepSize 0.9319611631694084 --selection ranking
1950,5,--algorithmResult externalArchive --populationSizeWithArchive 106 --archiveType unboundedArchive --createInitialSolutions scatterSearch --offspringPopulationSize 200 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.663938548921075 --crossoverRepairStrategy random --blxAlphaBetaCrossoverBeta 0.9741460582979082 --blxAlphaBetaCrossoverAlpha 0.9802464975608577 --mutation levyFlight --mutationProbabilityFactor 1.1684902625637665 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.129075643312041 --levyFlightMutationStepSize 0.9070423606134173 --selection ranking
2000,0,--algorithmResult externalArchive --populationSizeWithArchive 106 --archiveType unboundedArchive --createInitialSolutions scatterSearch --offspringPopulationSize 200 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.6637383686315927 --crossoverRepairStrategy random --blxAlphaBetaCrossoverBeta 0.9741460582979082 --blxAlphaBetaCrossoverAlpha 0.8546750419045327 --mutation levyFlight --mutationProbabilityFactor 1.0242750295238174 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.129075643312041 --levyFlightMutationStepSize 0.8853099252920169 --selection tournament --selectionTournamentSize 8
2000,1,--algorithmResult externalArchive --populationSizeWithArchive 21 --archiveType unboundedArchive --createInitialSolutions default --offspringPopulationSize 10 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.9566451475523361 --crossoverRepairStrategy bounds --blxAlphaBetaCrossoverBeta 0.8681078442028515 --blxAlphaBetaCrossoverAlpha 0.8167430365529402 --mutation uniform --mutationProbabilityFactor 1.0242750295238174 --mutationRepairStrategy round --uniformMutationPerturbation 0.6004600343752707 --selection random
2000,2,--algorithmResult externalArchive --populationSizeWithArchive 119 --archiveType unboundedArchive --createInitialSolutions scatterSearch --offspringPopulationSize 50 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.6642141342105241 --crossoverRepairStrategy random --blxAlphaBetaCrossoverBeta 0.9741460582979082 --blxAlphaBetaCrossoverAlpha 0.8546750419045327 --mutation levyFlight --mutationProbabilityFactor 1.0242750295238174 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.129075643312041 --levyFlightMutationStepSize 0.9070423606134173 --selection random
2000,3,--algorithmResult externalArchive --populationSizeWithArchive 100 --archiveType unboundedArchive --createInitialSolutions scatterSearch --offspringPopulationSize 200 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.663938548921075 --crossoverRepairStrategy random --blxAlphaBetaCrossoverBeta 0.9741460582979082 --blxAlphaBetaCrossoverAlpha 0.8546750419045327 --mutation levyFlight --mutationProbabilityFactor 1.0242750295238174 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.129075643312041 --levyFlightMutationStepSize 0.9319611631694084 --selection ranking
2000,4,--algorithmResult externalArchive --populationSizeWithArchive 106 --archiveType unboundedArchive --createInitialSolutions scatterSearch --offspringPopulationSize 200 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.5517066386601103 --crossoverRepairStrategy random --blxAlphaBetaCrossoverBeta 0.9741460582979082 --blxAlphaBetaCrossoverAlpha 0.8546750419045327 --mutation levyFlight --mutationProbabilityFactor 1.0242750295238174 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.129075643312041 --levyFlightMutationStepSize 0.9319611631694084 --selection ranking
2000,5,--algorithmResult externalArchive --populationSizeWithArchive 106 --archiveType unboundedArchive --createInitialSolutions scatterSearch --offspringPopulationSize 200 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.663938548921075 --crossoverRepairStrategy random --blxAlphaBetaCrossoverBeta 0.9741460582979082 --blxAlphaBetaCrossoverAlpha 0.9802464975608577 --mutation levyFlight --mutationProbabilityFactor 1.1684902625637665 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.129075643312041 --levyFlightMutationStepSize 0.9070423606134173 --selection ranking
2000,0,--algorithmResult externalArchive --populationSizeWithArchive 106 --archiveType unboundedArchive --createInitialSolutions scatterSearch --offspringPopulationSize 200 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.6637383686315927 --crossoverRepairStrategy random --blxAlphaBetaCrossoverBeta 0.9741460582979082 --blxAlphaBetaCrossoverAlpha 0.8546750419045327 --mutation levyFlight --mutationProbabilityFactor 1.0242750295238174 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.129075643312041 --levyFlightMutationStepSize 0.8853099252920169 --selection tournament --selectionTournamentSize 8
2000,1,--algorithmResult externalArchive --populationSizeWithArchive 21 --archiveType unboundedArchive --createInitialSolutions default --offspringPopulationSize 10 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.9566451475523361 --crossoverRepairStrategy bounds --blxAlphaBetaCrossoverBeta 0.8681078442028515 --blxAlphaBetaCrossoverAlpha 0.8167430365529402 --mutation uniform --mutationProbabilityFactor 1.0242750295238174 --mutationRepairStrategy round --uniformMutationPerturbation 0.6004600343752707 --selection random
