family,front_type,budget,view,quantile,parameter,category,observed_share,elite_share,elite_over_representation
RWA3D,extremePointsFronts,1000,EP,0.1,offspringPopulationSize,5,0.27941176470588236,0.3333333333333333,0.053921568627450955
RWA3D,extremePointsFronts,1000,EP,0.1,offspringPopulationSize,50,0.0392156862745098,0.0,-0.0392156862745098
RWA3D,extremePointsFronts,1000,EP,0.2,offspringPopulationSize,1,0.22058823529411764,0.21951219512195122,-0.0010760401721664203
RWA3D,extremePointsFronts,1000,EP,0.2,offspringPopulationSize,10,0.30392156862745096,0.2926829268292683,-0.01123864179818268
RWA3D,extremePointsFronts,1000,EP,0.2,offspringPopulationSize,20,0.1568627450980392,0.17073170731707318,0.01386896221903397
RWA3D,extremePointsFronts,1000,EP,0.2,offspringPopulationSize,5,0.27941176470588236,0.3170731707317073,0.03766140602582496
RWA3D,extremePointsFronts,1000,EP,0.2,offspringPopulationSize,50,0.0392156862745098,0.0,-0.0392156862745098
RWA3D,extremePointsFronts,1000,HV,0.05,offspringPopulationSize,1,0.22058823529411764,0.45454545454545453,0.2339572192513369
RWA3D,extremePointsFronts,1000,HV,0.05,offspringPopulationSize,10,0.30392156862745096,0.09090909090909091,-0.21301247771836004
RWA3D,extremePointsFronts,1000,HV,0.05,offspringPopulationSize,20,0.1568627450980392,0.09090909090909091,-0.0659536541889483
RWA3D,extremePointsFronts,1000,HV,0.05,offspringPopulationSize,5,0.27941176470588236,0.36363636363636365,0.08422459893048129
RWA3D,extremePointsFronts,1000,HV,0.05,offspringPopulationSize,50,0.0392156862745098,0.0,-0.0392156862745098
RWA3D,extremePointsFronts,1000,HV,0.1,offspringPopulationSize,1,0.22058823529411764,0.38095238095238093,0.1603641456582633
RWA3D,extremePointsFronts,1000,HV,0.1,offspringPopulationSize,10,0.30392156862745096,0.19047619047619047,-0.11344537815126049
RWA3D,extremePointsFronts,1000,HV,0.1,offspringPopulationSize,20,0.1568627450980392,0.14285714285714285,-0.014005602240896364
RWA3D,extremePointsFronts,1000,HV,0.1,offspringPopulationSize,5,0.27941176470588236,0.23809523809523808,-0.04131652661064428
RWA3D,extremePointsFronts,1000,HV,0.1,offspringPopulationSize,50,0.0392156862745098,0.047619047619047616,0.008403361344537813
RWA3D,extremePointsFronts,1000,HV,0.2,offspringPopulationSize,1,0.22058823529411764,0.3170731707317073,0.09648493543758968
RWA3D,extremePointsFronts,1000,HV,0.2,offspringPopulationSize,10,0.30392156862745096,0.1951219512195122,-0.10879961740793875
RWA3D,extremePointsFronts,1000,HV,0.2,offspringPopulationSize,20,0.1568627450980392,0.17073170731707318,0.01386896221903397
RWA3D,extremePointsFronts,1000,HV,0.2,offspringPopulationSize,5,0.27941176470588236,0.21951219512195122,-0.05989956958393114
RWA3D,extremePointsFronts,1000,HV,0.2,offspringPopulationSize,50,0.0392156862745098,0.0975609756097561,0.0583452893352463
RWA3D,extremePointsFronts,1000,joint,0.05,offspringPopulationSize,1,0.22058823529411764,0.45454545454545453,0.2339572192513369
RWA3D,extremePointsFronts,1000,joint,0.05,offspringPopulationSize,10,0.30392156862745096,0.18181818181818182,-0.12210338680926913
RWA3D,extremePointsFronts,1000,joint,0.05,offspringPopulationSize,20,0.1568627450980392,0.0,-0.1568627450980392
RWA3D,extremePointsFronts,1000,joint,0.05,offspringPopulationSize,5,0.27941176470588236,0.36363636363636365,0.08422459893048129
RWA3D,extremePointsFronts,1000,joint,0.05,offspringPopulationSize,50,0.0392156862745098,0.0,-0.0392156862745098
RWA3D,extremePointsFronts,1000,joint,0.1,offspringPopulationSize,1,0.22058823529411764,0.38095238095238093,0.1603641456582633
RWA3D,extremePointsFronts,1000,joint,0.1,offspringPopulationSize,10,0.30392156862745096,0.19047619047619047,-0.11344537815126049
RWA3D,extremePointsFronts,1000,joint,0.1,offspringPopulationSize,20,0.1568627450980392,0.0,-0.1568627450980392
RWA3D,extremePointsFronts,1000,joint,0.1,offspringPopulationSize,5,0.27941176470588236,0.42857142857142855,0.1491596638655462
RWA3D,extremePointsFronts,1000,joint,0.1,offspringPopulationSize,50,0.0392156862745098,0.0,-0.0392156862745098
RWA3D,extremePointsFronts,1000,joint,0.2,offspringPopulationSize,1,0.22058823529411764,0.2926829268292683,0.07209469153515063
RWA3D,extremePointsFronts,1000,joint,0.2,offspringPopulationSize,10,0.30392156862745096,0.21951219512195122,-0.08440937350549974
RWA3D,extremePointsFronts,1000,joint,0.2,offspringPopulationSize,20,0.1568627450980392,0.0975609756097561,-0.05930176948828311
RWA3D,extremePointsFronts,1000,joint,0.2,offspringPopulationSize,5,0.27941176470588236,0.3902439024390244,0.11083213773314204
RWA3D,extremePointsFronts,1000,joint,0.2,offspringPopulationSize,50,0.0392156862745098,0.0,-0.0392156862745098
RWA3D,extremePointsFronts,1000,EP,0.05,selection,boltzmann,0.25,0.45454545454545453,0.20454545454545453
RWA3D,extremePointsFronts,1000,EP,0.05,selection,random,0.06862745098039216,0.18181818181818182,0.11319073083778966
RWA3D,extremePointsFronts,1000,EP,0.05,selection,ranking,0.3137254901960784,0.0,-0.3137254901960784
RWA3D,extremePointsFronts,1000,EP,0.05,selection,stochasticUniversalSampling,0.24019607843137256,0.36363636363636365,0.12344028520499109
RWA3D,extremePointsFronts,1000,EP,0.05,selection,tournament,0.12745098039215685,0.0,-0.12745098039215685
RWA3D,extremePointsFronts,1000,EP,0.1,selection,boltzmann,0.25,0.3333333333333333,0.08333333333333331
RWA3D,extremePointsFronts,1000,EP,0.1,selection,random,0.06862745098039216,0.14285714285714285,0.07422969187675069
RWA3D,extremePointsFronts,1000,EP,0.1,selection,ranking,0.3137254901960784,0.0,-0.3137254901960784
RWA3D,extremePointsFronts,1000,EP,0.1,selection,stochasticUniversalSampling,0.24019607843137256,0.42857142857142855,0.188375350140056
RWA3D,extremePointsFronts,1000,EP,0.1,selection,tournament,0.12745098039215685,0.09523809523809523,-0.03221288515406162
RWA3D,extremePointsFronts,1000,EP,0.2,selection,boltzmann,0.25,0.34146341463414637,0.09146341463414637
RWA3D,extremePointsFronts,1000,EP,0.2,selection,random,0.06862745098039216,0.14634146341463414,0.07771401243424197
RWA3D,extremePointsFronts,1000,EP,0.2,selection,ranking,0.3137254901960784,0.12195121951219512,-0.1917742706838833
RWA3D,extremePointsFronts,1000,EP,0.2,selection,stochasticUniversalSampling,0.24019607843137256,0.34146341463414637,0.10126733620277381
RWA3D,extremePointsFronts,1000,EP,0.2,selection,tournament,0.12745098039215685,0.04878048780487805,-0.0786704925872788
RWA3D,extremePointsFronts,1000,HV,0.05,selection,boltzmann,0.25,0.18181818181818182,-0.06818181818181818
RWA3D,extremePointsFronts,1000,HV,0.05,selection,random,0.06862745098039216,0.0,-0.06862745098039216
RWA3D,extremePointsFronts,1000,HV,0.05,selection,ranking,0.3137254901960784,0.36363636363636365,0.04991087344028522
RWA3D,extremePointsFronts,1000,HV,0.05,selection,stochasticUniversalSampling,0.24019607843137256,0.45454545454545453,0.21434937611408197
RWA3D,extremePointsFronts,1000,HV,0.05,selection,tournament,0.12745098039215685,0.0,-0.12745098039215685
RWA3D,extremePointsFronts,1000,HV,0.1,selection,boltzmann,0.25,0.2857142857142857,0.0357142857142857
RWA3D,extremePointsFronts,1000,HV,0.1,selection,random,0.06862745098039216,0.0,-0.06862745098039216
RWA3D,extremePointsFronts,1000,HV,0.1,selection,ranking,0.3137254901960784,0.3333333333333333,0.019607843137254888
RWA3D,extremePointsFronts,1000,HV,0.1,selection,stochasticUniversalSampling,0.24019607843137256,0.38095238095238093,0.14075630252100838
RWA3D,extremePointsFronts,1000,HV,0.1,selection,tournament,0.12745098039215685,0.0,-0.12745098039215685
RWA3D,extremePointsFronts,1000,HV,0.2,selection,boltzmann,0.25,0.1951219512195122,-0.0548780487804878
RWA3D,extremePointsFronts,1000,HV,0.2,selection,random,0.06862745098039216,0.024390243902439025,-0.04423720707795314
RWA3D,extremePointsFronts,1000,HV,0.2,selection,ranking,0.3137254901960784,0.43902439024390244,0.125298900047824
RWA3D,extremePointsFronts,1000,HV,0.2,selection,stochasticUniversalSampling,0.24019607843137256,0.3170731707317073,0.07687709230033477
RWA3D,extremePointsFronts,1000,HV,0.2,selection,tournament,0.12745098039215685,0.024390243902439025,-0.10306073648971784
RWA3D,extremePointsFronts,1000,joint,0.05,selection,boltzmann,0.25,0.2727272727272727,0.022727272727272707
RWA3D,extremePointsFronts,1000,joint,0.05,selection,random,0.06862745098039216,0.0,-0.06862745098039216
RWA3D,extremePointsFronts,1000,joint,0.05,selection,ranking,0.3137254901960784,0.18181818181818182,-0.1319073083778966
RWA3D,extremePointsFronts,1000,joint,0.05,selection,stochasticUniversalSampling,0.24019607843137256,0.5454545454545454,0.30525846702317283
RWA3D,extremePointsFronts,1000,joint,0.05,selection,tournament,0.12745098039215685,0.0,-0.12745098039215685
RWA3D,extremePointsFronts,1000,joint,0.1,selection,boltzmann,0.25,0.23809523809523808,-0.011904761904761918
RWA3D,extremePointsFronts,1000,joint,0.1,selection,random,0.06862745098039216,0.09523809523809523,0.02661064425770307
RWA3D,extremePointsFronts,1000,joint,0.1,selection,ranking,0.3137254901960784,0.14285714285714285,-0.17086834733893558
RWA3D,extremePointsFronts,1000,joint,0.1,selection,stochasticUniversalSampling,0.24019607843137256,0.5238095238095238,0.28361344537815125
RWA3D,extremePointsFronts,1000,joint,0.1,selection,tournament,0.12745098039215685,0.0,-0.12745098039215685
RWA3D,extremePointsFronts,1000,joint,0.2,selection,boltzmann,0.25,0.24390243902439024,-0.0060975609756097615
RWA3D,extremePointsFronts,1000,joint,0.2,selection,random,0.06862745098039216,0.12195121951219512,0.053323768531802956
RWA3D,extremePointsFronts,1000,joint,0.2,selection,ranking,0.3137254901960784,0.1951219512195122,-0.11860353897656623
RWA3D,extremePointsFronts,1000,joint,0.2,selection,stochasticUniversalSampling,0.24019607843137256,0.43902439024390244,0.19882831181252988
RWA3D,extremePointsFronts,1000,joint,0.2,selection,tournament,0.12745098039215685,0.0,-0.12745098039215685
RWA3D,extremePointsFronts,1000,EP,0.05,variation,crossoverAndMutationVariation,1.0,1.0,0.0
RWA3D,extremePointsFronts,1000,EP,0.1,variation,crossoverAndMutationVariation,1.0,1.0,0.0
RWA3D,extremePointsFronts,1000,EP,0.2,variation,crossoverAndMutationVariation,1.0,1.0,0.0
RWA3D,extremePointsFronts,1000,HV,0.05,variation,crossoverAndMutationVariation,1.0,1.0,0.0
RWA3D,extremePointsFronts,1000,HV,0.1,variation,crossoverAndMutationVariation,1.0,1.0,0.0
RWA3D,extremePointsFronts,1000,HV,0.2,variation,crossoverAndMutationVariation,1.0,1.0,0.0
RWA3D,extremePointsFronts,1000,joint,0.05,variation,crossoverAndMutationVariation,1.0,1.0,0.0
RWA3D,extremePointsFronts,1000,joint,0.1,variation,crossoverAndMutationVariation,1.0,1.0,0.0
RWA3D,extremePointsFronts,1000,joint,0.2,variation,crossoverAndMutationVariation,1.0,1.0,0.0
RE3D,referenceFronts,1000,EP,0.05,algorithmResult,externalArchive,1.0,1.0,0.0
RE3D,referenceFronts,1000,EP,0.1,algorithmResult,externalArchive,1.0,1.0,0.0
RE3D,referenceFronts,1000,EP,0.2,algorithmResult,externalArchive,1.0,1.0,0.0
RE3D,referenceFronts,1000,HV,0.05,algorithmResult,externalArchive,1.0,1.0,0.0
RE3D,referenceFronts,1000,HV,0.1,algorithmResult,externalArchive,1.0,1.0,0.0
RE3D,referenceFronts,1000,HV,0.2,algorithmResult,externalArchive,1.0,1.0,0.0
RE3D,referenceFronts,1000,joint,0.05,algorithmResult,externalArchive,1.0,1.0,0.0
RE3D,referenceFronts,1000,joint,0.1,algorithmResult,externalArchive,1.0,1.0,0.0
RE3D,referenceFronts,1000,joint,0.2,algorithmResult,externalArchive,1.0,1.0,0.0
RE3D,referenceFronts,1000,EP,0.05,archiveType,unboundedArchive,1.0,1.0,0.0
RE3D,referenceFronts,1000,EP,0.1,archiveType,unboundedArchive,1.0,1.0,0.0
RE3D,referenceFronts,1000,EP,0.2,archiveType,unboundedArchive,1.0,1.0,0.0
RE3D,referenceFronts,1000,HV,0.05,archiveType,unboundedArchive,1.0,1.0,0.0
RE3D,referenceFronts,1000,HV,0.1,archiveType,unboundedArchive,1.0,1.0,0.0
RE3D,referenceFronts,1000,HV,0.2,archiveType,unboundedArchive,1.0,1.0,0.0
RE3D,referenceFronts,1000,joint,0.05,archiveType,unboundedArchive,1.0,1.0,0.0
RE3D,referenceFronts,1000,joint,0.1,archiveType,unboundedArchive,1.0,1.0,0.0
RE3D,referenceFronts,1000,joint,0.2,archiveType,unboundedArchive,1.0,1.0,0.0
RE3D,referenceFronts,1000,EP,0.05,createInitialSolutions,cauchy,0.4043478260869565,0.4166666666666667,0.012318840579710166
RE3D,referenceFronts,1000,EP,0.05,createInitialSolutions,default,0.13043478260869565,0.0,-0.13043478260869565
RE3D,referenceFronts,1000,EP,0.05,createInitialSolutions,latinHypercubeSampling,0.10434782608695652,0.08333333333333333,-0.021014492753623187
RE3D,referenceFronts,1000,EP,0.05,createInitialSolutions,oppositionBased,0.0782608695652174,0.16666666666666666,0.08840579710144926
RE3D,referenceFronts,1000,EP,0.05,createInitialSolutions,scatterSearch,0.09130434782608696,0.08333333333333333,-0.007971014492753628
RE3D,referenceFronts,1000,EP,0.05,createInitialSolutions,sobol,0.19130434782608696,0.25,0.05869565217391304
RE3D,referenceFronts,1000,EP,0.1,createInitialSolutions,cauchy,0.4043478260869565,0.391304347826087,-0.013043478260869545
RE3D,referenceFronts,1000,EP,0.1,createInitialSolutions,default,0.13043478260869565,0.0,-0.13043478260869565
RE3D,referenceFronts,1000,EP,0.1,createInitialSolutions,latinHypercubeSampling,0.10434782608695652,0.08695652173913043,-0.017391304347826084
RE3D,referenceFronts,1000,EP,0.1,createInitialSolutions,oppositionBased,0.0782608695652174,0.21739130434782608,0.13913043478260867
RE3D,referenceFronts,1000,EP,0.1,createInitialSolutions,scatterSearch,0.09130434782608696,0.08695652173913043,-0.004347826086956524
RE3D,referenceFronts,1000,EP,0.1,createInitialSolutions,sobol,0.19130434782608696,0.21739130434782608,0.02608695652173912
RE3D,referenceFronts,1000,EP,0.2,createInitialSolutions,cauchy,0.4043478260869565,0.3695652173913043,-0.034782608695652195
RE3D,referenceFronts,1000,EP,0.2,createInitialSolutions,default,0.13043478260869565,0.06521739130434782,-0.06521739130434782
RE3D,referenceFronts,1000,EP,0.2,createInitialSolutions,latinHypercubeSampling,0.10434782608695652,0.10869565217391304,0.004347826086956524
RE3D,referenceFronts,1000,EP,0.2,createInitialSolutions,oppositionBased,0.0782608695652174,0.15217391304347827,0.07391304347826087
RE3D,referenceFronts,1000,EP,0.2,createInitialSolutions,scatterSearch,0.09130434782608696,0.10869565217391304,0.017391304347826084
RE3D,referenceFronts,1000,EP,0.2,createInitialSolutions,sobol,0.19130434782608696,0.1956521739130435,0.004347826086956524
RE3D,referenceFronts,1000,HV,0.05,createInitialSolutions,cauchy,0.4043478260869565,0.75,0.3456521739130435
RE3D,referenceFronts,1000,HV,0.05,createInitialSolutions,default,0.13043478260869565,0.0,-0.13043478260869565
RE3D,referenceFronts,1000,HV,0.05,createInitialSolutions,latinHypercubeSampling,0.10434782608695652,0.16666666666666666,0.06231884057971014
RE3D,referenceFronts,1000,HV,0.05,createInitialSolutions,oppositionBased,0.0782608695652174,0.08333333333333333,0.005072463768115931
RE3D,referenceFronts,1000,HV,0.05,createInitialSolutions,scatterSearch,0.09130434782608696,0.0,-0.09130434782608696
RE3D,referenceFronts,1000,HV,0.05,createInitialSolutions,sobol,0.19130434782608696,0.0,-0.19130434782608696
RE3D,referenceFronts,1000,HV,0.1,createInitialSolutions,cauchy,0.4043478260869565,0.6086956521739131,0.20434782608695656
RE3D,referenceFronts,1000,HV,0.1,createInitialSolutions,default,0.13043478260869565,0.0,-0.13043478260869565
RE3D,referenceFronts,1000,HV,0.1,createInitialSolutions,latinHypercubeSampling,0.10434782608695652,0.08695652173913043,-0.017391304347826084
RE3D,referenceFronts,1000,HV,0.1,createInitialSolutions,oppositionBased,0.0782608695652174,0.13043478260869565,0.05217391304347825
RE3D,referenceFronts,1000,HV,0.1,createInitialSolutions,scatterSearch,0.09130434782608696,0.08695652173913043,-0.004347826086956524
RE3D,referenceFronts,1000,HV,0.1,createInitialSolutions,sobol,0.19130434782608696,0.08695652173913043,-0.10434782608695653
RE3D,referenceFronts,1000,HV,0.2,createInitialSolutions,cauchy,0.4043478260869565,0.5652173913043478,0.16086956521739126
RE3D,referenceFronts,1000,HV,0.2,createInitialSolutions,default,0.13043478260869565,0.021739130434782608,-0.10869565217391304
RE3D,referenceFronts,1000,HV,0.2,createInitialSolutions,latinHypercubeSampling,0.10434782608695652,0.06521739130434782,-0.03913043478260869
RE3D,referenceFronts,1000,HV,0.2,createInitialSolutions,oppositionBased,0.0782608695652174,0.06521739130434782,-0.013043478260869573
RE3D,referenceFronts,1000,HV,0.2,createInitialSolutions,scatterSearch,0.09130434782608696,0.13043478260869565,0.03913043478260869
RE3D,referenceFronts,1000,HV,0.2,createInitialSolutions,sobol,0.19130434782608696,0.15217391304347827,-0.03913043478260869
RE3D,referenceFronts,1000,joint,0.05,createInitialSolutions,cauchy,0.4043478260869565,0.5,0.09565217391304348
RE3D,referenceFronts,1000,joint,0.05,createInitialSolutions,default,0.13043478260869565,0.0,-0.13043478260869565
RE3D,referenceFronts,1000,joint,0.05,createInitialSolutions,latinHypercubeSampling,0.10434782608695652,0.16666666666666666,0.06231884057971014
RE3D,referenceFronts,1000,joint,0.05,createInitialSolutions,oppositionBased,0.0782608695652174,0.08333333333333333,0.005072463768115931
RE3D,referenceFronts,1000,joint,0.05,createInitialSolutions,scatterSearch,0.09130434782608696,0.0,-0.09130434782608696
RE3D,referenceFronts,1000,joint,0.05,createInitialSolutions,sobol,0.19130434782608696,0.25,0.05869565217391304
RE3D,referenceFronts,1000,joint,0.1,createInitialSolutions,cauchy,0.4043478260869565,0.4782608695652174,0.07391304347826089
RE3D,referenceFronts,1000,joint,0.1,createInitialSolutions,default,0.13043478260869565,0.0,-0.13043478260869565
RE3D,referenceFronts,1000,joint,0.1,createInitialSolutions,latinHypercubeSampling,0.10434782608695652,0.13043478260869565,0.026086956521739132
RE3D,referenceFronts,1000,joint,0.1,createInitialSolutions,oppositionBased,0.0782608695652174,0.13043478260869565,0.05217391304347825
RE3D,referenceFronts,1000,joint,0.1,createInitialSolutions,scatterSearch,0.09130434782608696,0.043478260869565216,-0.04782608695652174
RE3D,referenceFronts,1000,joint,0.1,createInitialSolutions,sobol,0.19130434782608696,0.21739130434782608,0.02608695652173912
RE3D,referenceFronts,1000,joint,0.2,createInitialSolutions,cauchy,0.4043478260869565,0.4782608695652174,0.07391304347826089
RE3D,referenceFronts,1000,joint,0.2,createInitialSolutions,default,0.13043478260869565,0.0,-0.13043478260869565
RE3D,referenceFronts,1000,joint,0.2,createInitialSolutions,latinHypercubeSampling,0.10434782608695652,0.10869565217391304,0.004347826086956524
RE3D,referenceFronts,1000,joint,0.2,createInitialSolutions,oppositionBased,0.0782608695652174,0.10869565217391304,0.030434782608695643
RE3D,referenceFronts,1000,joint,0.2,createInitialSolutions,scatterSearch,0.09130434782608696,0.08695652173913043,-0.004347826086956524
RE3D,referenceFronts,1000,joint,0.2,createInitialSolutions,sobol,0.19130434782608696,0.21739130434782608,0.02608695652173912
RE3D,referenceFronts,1000,EP,0.05,crossover,BLX-alpha,0.39565217391304347,0.3333333333333333,-0.062318840579710155
RE3D,referenceFronts,1000,EP,0.05,crossover,BLX-alpha-beta,0.5565217391304348,0.5,-0.05652173913043479
RE3D,referenceFronts,1000,EP,0.05,crossover,PCX,0.030434782608695653,0.08333333333333333,0.05289855072463767
RE3D,referenceFronts,1000,EP,0.05,crossover,laplace,0.017391304347826087,0.08333333333333333,0.06594202898550725
RE3D,referenceFronts,1000,EP,0.1,crossover,BLX-alpha,0.39565217391304347,0.5652173913043478,0.1695652173913043
RE3D,referenceFronts,1000,EP,0.1,crossover,BLX-alpha-beta,0.5565217391304348,0.30434782608695654,-0.25217391304347825
RE3D,referenceFronts,1000,EP,0.1,crossover,PCX,0.030434782608695653,0.08695652173913043,0.056521739130434775
RE3D,referenceFronts,1000,EP,0.1,crossover,laplace,0.017391304347826087,0.043478260869565216,0.02608695652173913
RE3D,referenceFronts,1000,EP,0.2,crossover,BLX-alpha,0.39565217391304347,0.6086956521739131,0.2130434782608696
RE3D,referenceFronts,1000,EP,0.2,crossover,BLX-alpha-beta,0.5565217391304348,0.30434782608695654,-0.25217391304347825
RE3D,referenceFronts,1000,EP,0.2,crossover,PCX,0.030434782608695653,0.06521739130434782,0.03478260869565217
RE3D,referenceFronts,1000,EP,0.2,crossover,laplace,0.017391304347826087,0.021739130434782608,0.004347826086956521
RE3D,referenceFronts,1000,HV,0.05,crossover,BLX-alpha,0.39565217391304347,0.08333333333333333,-0.31231884057971016
RE3D,referenceFronts,1000,HV,0.05,crossover,BLX-alpha-beta,0.5565217391304348,0.9166666666666666,0.36014492753623184
RE3D,referenceFronts,1000,HV,0.05,crossover,PCX,0.030434782608695653,0.0,-0.030434782608695653
RE3D,referenceFronts,1000,HV,0.05,crossover,laplace,0.017391304347826087,0.0,-0.017391304347826087
RE3D,referenceFronts,1000,HV,0.1,crossover,BLX-alpha,0.39565217391304347,0.17391304347826086,-0.2217391304347826
RE3D,referenceFronts,1000,HV,0.1,crossover,BLX-alpha-beta,0.5565217391304348,0.8260869565217391,0.26956521739130435
RE3D,referenceFronts,1000,HV,0.1,crossover,PCX,0.030434782608695653,0.0,-0.030434782608695653
RE3D,referenceFronts,1000,HV,0.1,crossover,laplace,0.017391304347826087,0.0,-0.017391304347826087
RE3D,referenceFronts,1000,HV,0.2,crossover,BLX-alpha,0.39565217391304347,0.2826086956521739,-0.11304347826086958
RE3D,referenceFronts,1000,HV,0.2,crossover,BLX-alpha-beta,0.5565217391304348,0.717391304347826,0.16086956521739126
RE3D,referenceFronts,1000,HV,0.2,crossover,PCX,0.030434782608695653,0.0,-0.030434782608695653
RE3D,referenceFronts,1000,HV,0.2,crossover,laplace,0.017391304347826087,0.0,-0.017391304347826087
RE3D,referenceFronts,1000,joint,0.05,crossover,BLX-alpha,0.39565217391304347,0.6666666666666666,0.27101449275362316
RE3D,referenceFronts,1000,joint,0.05,crossover,BLX-alpha-beta,0.5565217391304348,0.3333333333333333,-0.22318840579710147
RE3D,referenceFronts,1000,joint,0.05,crossover,PCX,0.030434782608695653,0.0,-0.030434782608695653
RE3D,referenceFronts,1000,joint,0.05,crossover,laplace,0.017391304347826087,0.0,-0.017391304347826087
RE3D,referenceFronts,1000,joint,0.1,crossover,BLX-alpha,0.39565217391304347,0.5652173913043478,0.1695652173913043
RE3D,referenceFronts,1000,joint,0.1,crossover,BLX-alpha-beta,0.5565217391304348,0.43478260869565216,-0.12173913043478263
RE3D,referenceFronts,1000,joint,0.1,crossover,PCX,0.030434782608695653,0.0,-0.030434782608695653
RE3D,referenceFronts,1000,joint,0.1,crossover,laplace,0.017391304347826087,0.0,-0.017391304347826087
RE3D,referenceFronts,1000,joint,0.2,crossover,BLX-alpha,0.39565217391304347,0.5652173913043478,0.1695652173913043
RE3D,referenceFronts,1000,joint,0.2,crossover,BLX-alpha-beta,0.5565217391304348,0.43478260869565216,-0.12173913043478263
RE3D,referenceFronts,1000,joint,0.2,crossover,PCX,0.030434782608695653,0.0,-0.030434782608695653
RE3D,referenceFronts,1000,joint,0.2,crossover,laplace,0.017391304347826087,0.0,-0.017391304347826087
RE3D,referenceFronts,1000,EP,0.05,crossoverRepairStrategy,bounds,0.7217391304347827,0.6666666666666666,-0.05507246376811603
RE3D,referenceFronts,1000,EP,0.05,crossoverRepairStrategy,random,0.1391304347826087,0.08333333333333333,-0.05579710144927537
RE3D,referenceFronts,1000,EP,0.05,crossoverRepairStrategy,round,0.1391304347826087,0.25,0.1108695652173913
RE3D,referenceFronts,1000,EP,0.1,crossoverRepairStrategy,bounds,0.7217391304347827,0.782608695652174,0.060869565217391286
RE3D,referenceFronts,1000,EP,0.1,crossoverRepairStrategy,random,0.1391304347826087,0.043478260869565216,-0.09565217391304348
RE3D,referenceFronts,1000,EP,0.1,crossoverRepairStrategy,round,0.1391304347826087,0.17391304347826086,0.03478260869565217
RE3D,referenceFronts,1000,EP,0.2,crossoverRepairStrategy,bounds,0.7217391304347827,0.8260869565217391,0.10434782608695647
RE3D,referenceFronts,1000,EP,0.2,crossoverRepairStrategy,random,0.1391304347826087,0.021739130434782608,-0.11739130434782609
RE3D,referenceFronts,1000,EP,0.2,crossoverRepairStrategy,round,0.1391304347826087,0.15217391304347827,0.013043478260869573
RE3D,referenceFronts,1000,HV,0.05,crossoverRepairStrategy,bounds,0.7217391304347827,0.75,0.02826086956521734
RE3D,referenceFronts,1000,HV,0.05,crossoverRepairStrategy,random,0.1391304347826087,0.0,-0.1391304347826087
RE3D,referenceFronts,1000,HV,0.05,crossoverRepairStrategy,round,0.1391304347826087,0.25,0.1108695652173913
RE3D,referenceFronts,1000,HV,0.1,crossoverRepairStrategy,bounds,0.7217391304347827,0.7391304347826086,0.017391304347825987
RE3D,referenceFronts,1000,HV,0.1,crossoverRepairStrategy,random,0.1391304347826087,0.08695652173913043,-0.052173913043478265
RE3D,referenceFronts,1000,HV,0.1,crossoverRepairStrategy,round,0.1391304347826087,0.17391304347826086,0.03478260869565217
RE3D,referenceFronts,1000,HV,0.2,crossoverRepairStrategy,bounds,0.7217391304347827,0.6956521739130435,-0.026086956521739202
RE3D,referenceFronts,1000,HV,0.2,crossoverRepairStrategy,random,0.1391304347826087,0.08695652173913043,-0.052173913043478265
RE3D,referenceFronts,1000,HV,0.2,crossoverRepairStrategy,round,0.1391304347826087,0.21739130434782608,0.07826086956521738
RE3D,referenceFronts,1000,joint,0.05,crossoverRepairStrategy,bounds,0.7217391304347827,0.75,0.02826086956521734
RE3D,referenceFronts,1000,joint,0.05,crossoverRepairStrategy,random,0.1391304347826087,0.0,-0.1391304347826087
RE3D,referenceFronts,1000,joint,0.05,crossoverRepairStrategy,round,0.1391304347826087,0.25,0.1108695652173913
RE3D,referenceFronts,1000,joint,0.1,crossoverRepairStrategy,bounds,0.7217391304347827,0.782608695652174,0.060869565217391286
RE3D,referenceFronts,1000,joint,0.1,crossoverRepairStrategy,random,0.1391304347826087,0.043478260869565216,-0.09565217391304348
RE3D,referenceFronts,1000,joint,0.1,crossoverRepairStrategy,round,0.1391304347826087,0.17391304347826086,0.03478260869565217
RE3D,referenceFronts,1000,joint,0.2,crossoverRepairStrategy,bounds,0.7217391304347827,0.8478260869565217,0.12608695652173907
RE3D,referenceFronts,1000,joint,0.2,crossoverRepairStrategy,random,0.1391304347826087,0.021739130434782608,-0.11739130434782609
RE3D,referenceFronts,1000,joint,0.2,crossoverRepairStrategy,round,0.1391304347826087,0.13043478260869565,-0.008695652173913049
RE3D,referenceFronts,1000,EP,0.05,mutation,levyFlight,0.44782608695652176,0.5833333333333334,0.1355072463768116
RE3D,referenceFronts,1000,EP,0.05,mutation,nonUniform,0.16521739130434782,0.0,-0.16521739130434782
RE3D,referenceFronts,1000,EP,0.05,mutation,powerLaw,0.34782608695652173,0.4166666666666667,0.06884057971014496
RE3D,referenceFronts,1000,EP,0.05,mutation,uniform,0.0391304347826087,0.0,-0.0391304347826087
RE3D,referenceFronts,1000,EP,0.1,mutation,levyFlight,0.44782608695652176,0.7391304347826086,0.2913043478260869
RE3D,referenceFronts,1000,EP,0.1,mutation,nonUniform,0.16521739130434782,0.0,-0.16521739130434782
RE3D,referenceFronts,1000,EP,0.1,mutation,powerLaw,0.34782608695652173,0.2608695652173913,-0.08695652173913043
